N_updates,N_timesteps,FPS,Reward_mean,Reward_median,Reward_min,Reward_max,Entropy,Value_loss,Action_loss,N_episodes,N_blocked_actions,N_goal_reached
3800,608160,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.4418726095755119e-05,0.00789112038910389,1.911399749587872e-08,4224.0,0.0,0.0
3810,609760,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.530657937109936e-05,0.002264052629470825,-2.0196297967345345e-08,4224.0,0.0,0.0
3820,611360,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.528820394014474e-05,0.008222467266023159,1.9610594037544615e-08,4224.0,0.0,0.0
3830,612960,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.6316455003106967e-05,0.0011298061581328511,-2.0742460193901024e-08,4224.0,0.0,0.0
3840,614560,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.6343325114576146e-05,0.008822677657008171,1.81938766274925e-08,4224.0,0.0,0.0
3850,616160,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.6900970877031796e-05,0.002108925022184849,-3.4815244021046965e-08,4224.0,0.0,0.0
3860,617760,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.7158183254650794e-05,0.013991386629641056,4.655761287608584e-08,4224.0,0.0,0.0
3870,619360,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.861690907389857e-05,0.002398825017735362,-3.804565906762036e-08,4224.0,0.0,0.0
3880,620960,434,-6143.9375,-6144.0,-6144.0,-6142.0,1.8459120838087983e-05,0.009008517488837242,3.012943494695719e-08,4224.0,0.0,0.0
3890,622560,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.006405520660337e-05,0.001705934526398778,-3.340226584214179e-08,4224.0,0.0,0.0
3900,624160,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.01691818801919e-05,0.00770485308021307,2.6513609086009637e-08,4224.0,0.0,0.0
3910,625760,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.1976567950332537e-05,0.0012751378817483783,-3.4075373633868367e-08,4224.0,0.0,0.0
3920,627360,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.2132337107905187e-05,0.0072389282286167145,2.6073479375554598e-08,4224.0,0.0,0.0
3930,628960,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.4110338927130215e-05,0.0017994041554629803,-4.4838529333901533e-08,4224.0,0.0,0.0
3940,630560,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.4314951588166878e-05,0.007534742821007967,3.574237439352146e-08,4224.0,0.0,0.0
3950,632160,434,-6143.9375,-6144.0,-6144.0,-6142.0,2.673660492291674e-05,0.002085294807329774,-5.6875613552165305e-08,4224.0,0.0,0.0
3960,633760,433,-6143.9375,-6144.0,-6144.0,-6142.0,2.7077829145127907e-05,0.007242889143526554,4.3001481486726334e-08,4224.0,0.0,0.0
3970,635360,433,-6143.9375,-6144.0,-6144.0,-6142.0,3.0131772291497327e-05,0.0019428764935582876,-6.197038260324916e-08,4224.0,0.0,0.0
3980,636960,433,-6143.9375,-6144.0,-6144.0,-6142.0,3.074737833230756e-05,0.005522766150534153,3.5242965878978794e-08,4224.0,0.0,0.0
3990,638560,433,-6143.9375,-6144.0,-6144.0,-6142.0,3.4115364542230964e-05,0.0012745606945827603,-5.781758716238983e-08,4224.0,0.0,0.0
4000,640160,433,-6143.9375,-6144.0,-6144.0,-6142.0,3.548014865373261e-05,0.006186253856867552,4.991665392140021e-08,4224.0,0.0,0.0
4010,641760,433,-6143.9375,-6144.0,-6144.0,-6142.0,4.0098271711030975e-05,0.0013754309620708227,-6.922813611254242e-08,4224.0,0.0,0.0
4020,643360,433,-6143.9375,-6144.0,-6144.0,-6142.0,4.2151783418376e-05,0.005774733144789934,5.061158958596934e-08,4224.0,0.0,0.0
4030,644960,433,-6143.9375,-6144.0,-6144.0,-6142.0,4.822140545002185e-05,0.0019230558536946774,-9.140849499544856e-08,4224.0,0.0,0.0
4040,646560,433,-6143.9375,-6144.0,-6144.0,-6142.0,5.1790142606478184e-05,0.0061804065480828285,7.563269832644437e-08,4224.0,0.0,0.0
4050,648160,433,-6143.9375,-6144.0,-6144.0,-6142.0,6.12404037383385e-05,0.00988755002617836,-1.339950870260509e-07,4224.0,0.0,0.0
4060,649760,433,-6143.9375,-6144.0,-6144.0,-6142.0,6.881746958242729e-05,0.02029038965702057,2.9444623805829906e-07,4224.0,0.0,0.0
4070,651360,433,-6143.9375,-6144.0,-6144.0,-6142.0,6.726283754687756e-05,8.327155228471383e-05,-2.9700066406235237e-08,4224.0,0.0,0.0
4080,652960,433,-6143.9375,-6144.0,-6144.0,-6142.0,8.811649604467675e-05,0.008476292714476585,1.7015683795307268e-07,4224.0,0.0,0.0
4090,654560,433,-6143.9375,-6144.0,-6144.0,-6142.0,0.0001071103397407569,0.0028678555972874165,-3.1843296710576396e-07,4224.0,0.0,0.0
4100,656160,433,-6143.125,-6144.0,-6146.0,-6140.0,0.00010123343236045912,0.01828945428133011,2.3535950788300397e-07,5280.0,0.0,0.0
4110,657760,433,-6143.125,-6144.0,-6146.0,-6140.0,0.0001128275616792962,0.005076670087873936,-3.3632980489528563e-07,5280.0,0.0,0.0
4120,659360,433,-6143.125,-6144.0,-6146.0,-6140.0,0.00013004380161873996,0.02084180898964405,-1.1852836223624763e-06,5280.0,0.0,0.0
4130,660960,433,-6143.125,-6144.0,-6146.0,-6140.0,0.0001595069479662925,0.046431414783000946,-2.3407737899105996e-06,5280.0,0.0,0.0
4140,662560,433,-6143.125,-6144.0,-6146.0,-6140.0,0.00020672714163083583,0.000833151105325669,3.20407480103313e-07,5280.0,0.0,0.0
4150,664160,433,-6143.125,-6144.0,-6146.0,-6140.0,0.00037357473047450185,0.0022245626896619797,9.451787263969891e-08,5280.0,0.0,0.0
4160,665760,433,-6143.125,-6144.0,-6146.0,-6140.0,0.0007209084578789771,0.0012934306869283319,1.1288044561297284e-06,5280.0,0.0,0.0
4170,667360,433,-6143.125,-6144.0,-6146.0,-6140.0,1.7165277199637785e-07,0.0009411683422513306,-2.63720512441723e-12,5280.0,0.0,0.0
4180,668960,433,-6143.125,-6144.0,-6146.0,-6140.0,1.8080170605117019e-07,0.010166103951632977,-3.175229870699958e-11,5280.0,0.0,0.0
4190,670560,433,-6143.125,-6144.0,-6146.0,-6140.0,1.7615484182442742e-07,0.004336705897003412,-4.733156644398662e-10,5280.0,0.0,0.0
4200,672160,433,-6143.125,-6144.0,-6146.0,-6140.0,1.9576467025217426e-07,0.025136282667517662,-8.703828213718623e-10,5280.0,0.0,0.0
4210,673760,433,-6143.125,-6144.0,-6146.0,-6140.0,1.796698683165232e-07,0.0021329247392714024,-3.167996143194074e-10,5280.0,0.0,0.0
4220,675360,433,-6143.125,-6144.0,-6146.0,-6140.0,1.9021929631435341e-07,0.0005629739025607705,-1.4047067675715397e-10,5280.0,0.0,0.0
4230,676960,433,-6143.125,-6144.0,-6146.0,-6140.0,1.8802818146923528e-07,0.01142816711217165,-7.446542271694057e-10,5280.0,0.0,0.0
4240,678560,433,-6143.125,-6144.0,-6146.0,-6140.0,2.0220451801833406e-07,0.00047877448378130794,9.501529424360555e-11,5280.0,0.0,0.0
4250,680160,433,-6143.125,-6144.0,-6146.0,-6140.0,2.0103534836835024e-07,0.0037062799092382193,-4.916199669580124e-10,5280.0,0.0,0.0
4260,681760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.1075507561363338e-07,0.00040203004027716815,-1.6184982520872637e-10,5280.0,0.0,0.0
4270,683360,432,-6143.125,-6144.0,-6146.0,-6140.0,2.0433316194612416e-07,0.0019566568080335855,1.2186317233098265e-10,5280.0,0.0,0.0
4280,684960,432,-6143.125,-6144.0,-6146.0,-6140.0,2.1283462103838247e-07,0.0013598683290183544,1.8536200352414767e-11,5280.0,0.0,0.0
4290,686560,432,-6143.125,-6144.0,-6146.0,-6140.0,1.9663242767364864e-07,0.002378788311034441,1.369547808494076e-10,5280.0,0.0,0.0
4300,688160,432,-6143.125,-6144.0,-6146.0,-6140.0,2.1552514795075695e-07,0.0044511426240205765,1.5940927744484412e-10,5280.0,0.0,0.0
4310,689760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.2960431067531317e-07,0.014306960627436638,-1.0261301808256462e-09,5280.0,0.0,0.0
4320,691360,432,-6143.125,-6144.0,-6146.0,-6140.0,2.3572079044242855e-07,0.0005252583650872111,2.0866437744349042e-10,5280.0,0.0,0.0
4330,692960,432,-6143.125,-6144.0,-6146.0,-6140.0,2.456574748066487e-07,0.005282184574753046,-7.200138263385725e-10,5280.0,0.0,0.0
4340,694560,432,-6143.125,-6144.0,-6146.0,-6140.0,2.790907842609158e-07,0.0317254438996315,-1.883102784816515e-09,5280.0,0.0,0.0
4350,696160,432,-6143.125,-6144.0,-6146.0,-6140.0,2.450099714224052e-07,0.0022075152955949306,-4.344424264779434e-10,5280.0,0.0,0.0
4360,697760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.460330108533526e-07,0.0005720214685425162,-2.5367205558346484e-10,5280.0,0.0,0.0
4370,699360,432,-6143.125,-6144.0,-6146.0,-6140.0,2.475649694133608e-07,0.012843173928558826,-1.0873879574546663e-09,5280.0,0.0,0.0
4380,700960,432,-6143.125,-6144.0,-6146.0,-6140.0,2.5503339884380694e-07,0.000301526568364352,1.7293551313191102e-10,5280.0,0.0,0.0
4390,702560,432,-6143.125,-6144.0,-6146.0,-6140.0,2.6719976631284226e-07,0.0010326944757252932,-1.716236180948627e-10,5280.0,0.0,0.0
4400,704160,432,-6143.125,-6144.0,-6146.0,-6140.0,2.649879604632588e-07,0.0007843862404115498,-1.0773760356075357e-10,5280.0,0.0,0.0
4410,705760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.6789018647832563e-07,0.0010684289736673236,2.899905870989983e-10,5280.0,0.0,0.0
4420,707360,432,-6143.125,-6144.0,-6146.0,-6140.0,2.6649081519281026e-07,0.0022869096137583256,2.958389089258162e-10,5280.0,0.0,0.0
4430,708960,432,-6143.125,-6144.0,-6146.0,-6140.0,2.8118242312302755e-07,0.003900327952578664,-7.13820447195701e-10,5280.0,0.0,0.0
4440,710560,432,-6143.125,-6144.0,-6146.0,-6140.0,2.871820470318198e-07,0.0023270852398127317,-4.1077033441361266e-10,5280.0,0.0,0.0
4450,712160,432,-6143.125,-6144.0,-6146.0,-6140.0,2.762017459190247e-07,0.0058717611245810986,-6.318635614732671e-10,5280.0,0.0,0.0
4460,713760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.890302255309507e-07,0.001475407276302576,-1.1051999593281181e-10,5280.0,0.0,0.0
4470,715360,432,-6143.125,-6144.0,-6146.0,-6140.0,2.8188614464852435e-07,0.0031423005275428295,2.7895893928153725e-10,5280.0,0.0,0.0
4480,716960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.018599272763822e-07,0.0026599857956171036,-5.175299078175044e-10,5280.0,0.0,0.0
4490,718560,432,-6143.125,-6144.0,-6146.0,-6140.0,2.9647370070051693e-07,0.006641976535320282,-9.509533160922956e-10,5280.0,0.0,0.0
4500,720160,432,-6143.125,-6144.0,-6146.0,-6140.0,3.027693935564457e-07,0.0013375718845054507,-2.4807739196219813e-10,5280.0,0.0,0.0
4510,721760,432,-6143.125,-6144.0,-6146.0,-6140.0,2.955720503905468e-07,0.005069798324257135,-7.380384081656644e-10,5280.0,0.0,0.0
4520,723360,432,-6143.125,-6144.0,-6146.0,-6140.0,3.089923552579421e-07,0.001312035950832069,-4.033245404322372e-10,5280.0,0.0,0.0
4530,724960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.1136789857555414e-07,0.00042277196189388633,-1.7419825304454406e-10,5280.0,0.0,0.0
4540,726560,432,-6143.125,-6144.0,-6146.0,-6140.0,3.0383893090402125e-07,0.0023130527697503567,7.302911053663763e-11,5280.0,0.0,0.0
4550,728160,432,-6143.125,-6144.0,-6146.0,-6140.0,3.190650943452056e-07,0.0006162999197840691,1.65710001276409e-10,5280.0,0.0,0.0
4560,729760,432,-6143.125,-6144.0,-6146.0,-6140.0,3.046196184186556e-07,0.0015538193983957171,2.1119470061670143e-10,5280.0,0.0,0.0
4570,731360,432,-6143.125,-6144.0,-6146.0,-6140.0,3.20602680403681e-07,0.001520570833235979,4.4086617689842456e-10,5280.0,0.0,0.0
4580,732960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.1135306244323147e-07,0.0017101818230003119,7.4021976048666e-11,5280.0,0.0,0.0
4590,734560,432,-6143.125,-6144.0,-6146.0,-6140.0,3.312877367989131e-07,0.000488376070279628,1.6448002682079021e-10,5280.0,0.0,0.0
4600,736160,432,-6143.125,-6144.0,-6146.0,-6140.0,3.1268385214389127e-07,0.0016973101301118731,2.285261146983686e-10,5280.0,0.0,0.0
4610,737760,432,-6143.125,-6144.0,-6146.0,-6140.0,3.2784200243440864e-07,0.0023803054355084896,4.897101057999009e-10,5280.0,0.0,0.0
4620,739360,432,-6143.125,-6144.0,-6146.0,-6140.0,3.378971769052441e-07,0.002499306108802557,-5.753814091846721e-10,5280.0,0.0,0.0
4630,740960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.2326084919986897e-07,0.00630846107378602,-1.0027135788348573e-09,5280.0,0.0,0.0
4640,742560,432,-6143.125,-6144.0,-6146.0,-6140.0,3.3601367022129125e-07,0.0012343396665528417,-3.0669550232786946e-10,5280.0,0.0,0.0
4650,744160,432,-6143.125,-6144.0,-6146.0,-6140.0,3.336305383072613e-07,0.008188369683921337,-1.260209048226102e-09,5280.0,0.0,0.0
4660,745760,432,-6143.125,-6144.0,-6146.0,-6140.0,3.355362423462793e-07,0.00022507584071718156,-2.130760429208678e-10,5280.0,0.0,0.0
4670,747360,432,-6143.125,-6144.0,-6146.0,-6140.0,3.371921479811135e-07,0.016319872811436653,-1.8538667267975484e-09,5280.0,0.0,0.0
4680,748960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.504251537833625e-07,0.001131842378526926,-3.7339425995597253e-10,5280.0,0.0,0.0
4690,750560,432,-6143.125,-6144.0,-6146.0,-6140.0,3.4489875133658643e-07,0.006411280948668718,-1.1437046865125922e-09,5280.0,0.0,0.0
4700,752160,432,-6143.125,-6144.0,-6146.0,-6140.0,3.5249300367468095e-07,0.0007057543843984604,-4.16306822348389e-10,5280.0,0.0,0.0
4710,753760,432,-6143.125,-6144.0,-6146.0,-6140.0,3.55420468167722e-07,0.0005967779434286058,1.508695945950933e-10,5280.0,0.0,0.0
4720,755360,432,-6143.125,-6144.0,-6146.0,-6140.0,3.429581738600973e-07,0.0012285644188523293,1.5192240521155753e-10,5280.0,0.0,0.0
4730,756960,432,-6143.125,-6144.0,-6146.0,-6140.0,3.6693532479148416e-07,0.0013751047663390636,5.475045417036029e-10,5280.0,0.0,0.0
4740,758560,432,-6143.125,-6144.0,-6146.0,-6140.0,3.533294261615083e-07,0.000967969186604023,7.44993233769975e-11,5280.0,0.0,0.0
4750,760160,431,-6143.125,-6144.0,-6146.0,-6140.0,3.740505860605481e-07,0.0018302841344848275,6.374396011032957e-10,5280.0,0.0,0.0
4760,761760,431,-6143.125,-6144.0,-6146.0,-6140.0,3.587254582271271e-07,0.0004278866690583527,6.601643537385016e-11,5280.0,0.0,0.0
4770,763360,431,-6143.125,-6144.0,-6146.0,-6140.0,3.824946759323211e-07,0.0018874604720622301,6.739374058817305e-10,5280.0,0.0,0.0
4780,764960,431,-6143.125,-6144.0,-6146.0,-6140.0,3.6916293311151094e-07,0.00014565157471224666,-1.3750596494777056e-10,5280.0,0.0,0.0
4790,766560,431,-6143.125,-6144.0,-6146.0,-6140.0,3.898006184499536e-07,0.0007764786132611334,4.753015203640132e-10,5280.0,0.0,0.0
4800,768160,431,-6143.125,-6144.0,-6146.0,-6140.0,3.8807988289590867e-07,0.0005127436015754938,-3.936605208476607e-10,5280.0,0.0,0.0
4810,769760,431,-6143.125,-6144.0,-6146.0,-6140.0,4.0605732465337496e-07,0.000821228080894798,-4.91453766571226e-10,5280.0,0.0,0.0
4820,771360,431,-6143.125,-6144.0,-6146.0,-6140.0,3.7767449612147175e-07,0.001824839971959591,-6.649069073105807e-10,5280.0,0.0,0.0
4830,772960,431,-6143.125,-6144.0,-6146.0,-6140.0,3.913410751010815e-07,0.0012001842260360718,-5.798758140329596e-10,5280.0,0.0,0.0
4840,774560,431,-6143.125,-6144.0,-6146.0,-6140.0,3.8453356410173e-07,0.0006283681723289192,-4.5930920178349766e-10,5280.0,0.0,0.0
4850,776160,431,-6143.125,-6144.0,-6146.0,-6140.0,4.1019248442353273e-07,0.004381042439490557,1.0187336529909885e-09,5280.0,0.0,0.0
4860,777760,431,-6143.125,-6144.0,-6146.0,-6140.0,3.8771091226408316e-07,0.00011765784438466653,1.2941821225798122e-10,5280.0,0.0,0.0
4870,779360,431,-6143.125,-6144.0,-6146.0,-6140.0,4.2859218751800654e-07,0.0015008844202384353,6.631991622541022e-10,5280.0,0.0,0.0
4880,780960,431,-6143.125,-6144.0,-6146.0,-6140.0,4.042805699100427e-07,0.001161165302619338,-1.7235041172014576e-10,5280.0,0.0,0.0
4890,782560,431,-6143.125,-6144.0,-6146.0,-6140.0,4.4022709744240274e-07,0.000428141764132306,-3.664443470885459e-10,5280.0,0.0,0.0
4900,784160,431,-6143.125,-6144.0,-6146.0,-6140.0,4.242965587764047e-07,0.0008762231445871294,-5.928176283198638e-10,5280.0,0.0,0.0
4910,785760,431,-6143.125,-6144.0,-6146.0,-6140.0,4.474832735468226e-07,0.003417567117139697,-1.0548868445425796e-09,5280.0,0.0,0.0
4920,787360,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.095966232853243e-07,0.00014779949560761452,6.705117711058861e-11,6336.0,0.0,0.0
4930,788960,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.2334383465458814e-07,0.0013496808242052794,6.444415556750016e-10,6336.0,0.0,0.0
4940,790560,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.066460803642258e-07,0.0005996887921355665,5.05741448719732e-10,6336.0,0.0,0.0
4950,792160,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.5955337668601715e-07,6.401864811778069e-05,-8.848566324104468e-11,6336.0,0.0,0.0
4960,793760,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.195591714051261e-07,0.0006650756113231182,-3.2036148039926715e-11,6336.0,0.0,0.0
4970,795360,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.584706232435565e-07,0.001721947337500751,-7.544437852224917e-10,6336.0,0.0,0.0
4980,796960,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.3626283741105e-07,0.0007731907535344362,2.0158753832877352e-10,6336.0,0.0,0.0
4990,798560,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.724295479263674e-07,3.7999685446266085e-05,4.0214682278660874e-11,6336.0,0.0,0.0
5000,800160,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.690701587151125e-07,0.0021857591345906258,-1.0170932984721048e-09,6336.0,0.0,0.0
5010,801760,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.936078425998858e-07,0.013488044030964375,-2.309420210622193e-09,6336.0,0.0,0.0
5020,803360,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.4098979401496763e-07,0.00015821866691112518,2.359672457430406e-10,6336.0,0.0,0.0
5030,804960,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.017842568122433e-07,0.0005998055567033589,5.087346099941215e-10,6336.0,0.0,0.0
5040,806560,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.4812813371208904e-07,0.00011452753096818924,2.2457892490113096e-10,6336.0,0.0,0.0
5050,808160,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.960890009897412e-07,0.0017217615386471152,9.054708649536281e-10,6336.0,0.0,0.0
5060,809760,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.839819212065777e-07,0.0016835009446367621,-2.1100146629926542e-10,6336.0,0.0,0.0
5070,811360,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.298588234836643e-07,0.0010071072028949857,5.043069295496139e-10,6336.0,0.0,0.0
5080,812960,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.01935062402481e-07,0.0015735968481749296,-1.0248369930465628e-09,6336.0,0.0,0.0
5090,814560,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.233230240264675e-07,0.000366290973033756,4.4996667503127696e-10,6336.0,0.0,0.0
5100,816160,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.808955509361112e-07,5.823350511491299e-05,1.959400836026859e-10,6336.0,0.0,0.0
5110,817760,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.350849505703081e-07,0.0003438284038566053,4.3782083514187775e-10,6336.0,0.0,0.0
5120,819360,431,-6142.9375,-6142.0,-6144.0,-6142.0,4.834627134187031e-07,0.00032753171399235725,-2.3759008649371083e-11,6336.0,0.0,0.0
5130,820960,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.806440981359628e-07,0.013976573944091797,-2.6446029810500704e-09,6336.0,0.0,0.0
5140,822560,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.258620490167232e-07,1.0326271876692772e-05,7.834039666976267e-11,6336.0,0.0,0.0
5150,824160,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.89313174259587e-07,0.0012816466623917222,-9.10159558831225e-10,6336.0,0.0,0.0
5160,825760,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.418612545327051e-07,4.3568619730649516e-05,-1.6384418821679958e-10,6336.0,0.0,0.0
5170,827360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.293426508818811e-07,0.005622575990855694,-2.02340455501826e-09,6336.0,0.0,0.0
5180,828960,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.33272213942837e-07,0.001437181606888771,1.0578199427513368e-09,6336.0,0.0,0.0
5190,830560,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.133112151474052e-07,0.00046986728557385504,-5.547466375155352e-10,6336.0,0.0,0.0
5200,832160,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.329073928805883e-07,0.0017592788208276033,1.0848627551851564e-09,6336.0,0.0,0.0
5210,833760,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.194238721946022e-07,0.0029448876157402992,-1.4819570015589534e-09,6336.0,0.0,0.0
5220,835360,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.897536539123394e-07,0.000499611662235111,-4.5162620865291103e-10,6336.0,0.0,0.0
5230,836960,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.214339123289392e-07,0.0009265845292247832,-8.422962882725926e-10,6336.0,0.0,0.0
5240,838560,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.394283562054625e-07,0.001098949695006013,8.442394006102916e-10,6336.0,0.0,0.0
5250,840160,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.102958423070959e-07,0.0002681554760783911,-3.846541696272965e-10,6336.0,0.0,0.0
5260,841760,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.624971777251631e-07,7.023247599136084e-05,-1.9395009209777214e-10,6336.0,0.0,0.0
5270,843360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.281207447500492e-07,0.0030043094884604216,4.931138275487967e-10,6336.0,0.0,0.0
5280,844960,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.045499733569159e-07,0.0011359553318470716,3.6310521256410766e-10,6336.0,0.0,0.0
5290,846560,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.266523655540368e-07,6.435820978367701e-05,-8.942833973346609e-11,6336.0,0.0,0.0
5300,848160,431,-6142.9375,-6142.0,-6144.0,-6142.0,5.778864533567685e-07,0.0007640063995495439,-8.823278219161068e-10,6336.0,0.0,0.0
5310,849760,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.259983251766243e-07,0.0005593934329226613,6.666536073174356e-11,6336.0,0.0,0.0
5320,851360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.310949061116844e-07,0.0027638913597911596,-1.8845816018853156e-09,6336.0,0.0,0.0
5330,852960,431,-6142.9375,-6142.0,-6144.0,-6142.0,7.18751266504114e-07,0.002470403676852584,-1.2029147677949936e-09,6336.0,0.0,0.0
5340,854560,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.350973080770927e-07,0.0017480752430856228,2.9364111142626825e-10,6336.0,0.0,0.0
5350,856160,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.702592827423359e-07,0.00011068293679272756,2.758984429807043e-10,6336.0,0.0,0.0
5360,857760,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.044262477189477e-07,1.3141800081939436e-05,-1.0553856399919681e-10,6336.0,0.0,0.0
5370,859360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.757360893061559e-07,1.2931880064570578e-06,-2.2437598654057034e-11,6336.0,0.0,0.0
5380,860960,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.07650690653827e-07,1.260545161585469e-07,7.185690844430104e-12,6336.0,0.0,0.0
5390,862560,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.79230595324043e-07,1.4854594887481198e-08,-1.4790437754749752e-12,6336.0,0.0,0.0
5400,864160,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.106868113420205e-07,7.259659184910561e-08,8.285866784363272e-12,6336.0,0.0,0.0
5410,865760,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.828808523096086e-07,5.01750037074089e-07,-2.4190141209579075e-11,6336.0,0.0,0.0
5420,867360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.142200845715706e-07,4.767193604493514e-05,2.2392868115339581e-10,6336.0,0.0,0.0
5430,868960,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.964306749068783e-07,0.0007165769929997623,-3.371947721042545e-10,6336.0,0.0,0.0
5440,870560,431,-6142.9375,-6142.0,-6144.0,-6142.0,7.111306103979587e-07,0.0023492481559515,-5.078205078667963e-10,6336.0,0.0,0.0
5450,872160,430,-6142.9375,-6142.0,-6144.0,-6142.0,7.310011937988747e-07,0.012623967602849007,-3.213800336965278e-09,6336.0,0.0,0.0
5460,873760,431,-6142.9375,-6142.0,-6144.0,-6142.0,7.146752523112809e-07,0.012224684469401836,-4.376634610281371e-09,6336.0,0.0,0.0
5470,875360,431,-6142.9375,-6142.0,-6144.0,-6142.0,8.743074886297109e-07,0.003262569196522236,1.720874692745511e-10,6336.0,0.0,0.0
5480,876960,430,-6142.9375,-6142.0,-6144.0,-6142.0,6.409221668945975e-07,0.001928197918459773,1.556030415628129e-09,6336.0,0.0,0.0
5490,878560,430,-6142.9375,-6142.0,-6144.0,-6142.0,7.093519229783851e-07,0.0008027192670851946,7.588136785585675e-10,6336.0,0.0,0.0
5500,880160,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.482689514086815e-07,0.00012854165106546134,-3.796658820665044e-10,6336.0,0.0,0.0
5510,881760,431,-6142.9375,-6142.0,-6144.0,-6142.0,7.317460699596268e-07,3.0340906960191205e-05,-6.419910436594733e-11,6336.0,0.0,0.0
5520,883360,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.481256491497334e-07,5.102716386318207e-06,7.99218954905534e-11,6336.0,0.0,0.0
5530,884960,431,-6142.9375,-6142.0,-6144.0,-6142.0,7.37393065719516e-07,5.505979174813547e-07,-4.875989802893832e-12,6336.0,0.0,0.0
5540,886560,431,-6142.9375,-6142.0,-6144.0,-6142.0,6.530943892357755e-07,1.2083910405635834e-07,-1.279395339670586e-11,6336.0,0.0,0.0
5550,888160,430,-6142.9375,-6142.0,-6144.0,-6142.0,7.412977538479026e-07,2.8777867200346918e-08,5.750474749155465e-12,6336.0,0.0,0.0
5560,889760,430,-6142.9375,-6142.0,-6144.0,-6142.0,6.566030492649588e-07,1.2200326082734136e-08,3.5241299895655276e-12,6336.0,0.0,0.0
